sku_id,sales,stock,date
SKU014,3,33,2025-03-22
SKU026,9,43,2025-02-13
SKU010,9,89,2025-01-03
SKU072,5,70,2025-02-21
SKU004,5,66,2025-01-24
SKU087,6,54,2025-02-18
SKU071,5,73,2025-03-15
SKU093,3,36,2025-01-20
SKU024,1,83,2025-01-20
SKU037,10,42,2025-03-12
SKU003,6,85,2025-03-28
SKU063,2,87,2025-03-05
SKU081,9,36,2025-01-31
SKU073,4,78,2025-01-16
SKU025,10,90,2025-02-26
SKU080,4,20,2025-02-02
SKU043,5,45,2025-01-14
SKU061,4,73,2025-01-10
SKU043,3,41,2025-02-01
SKU091,3,28,2025-02-21
SKU050,1,62,2025-03-21
SKU012,7,76,2025-01-25
SKU016,13,23,2025-02-19
SKU024,8,21,2025-01-24
SKU004,5,20,2025-02-16
SKU079,3,62,2025-01-26
SKU041,6,60,2025-02-26
SKU003,4,80,2025-02-25
SKU030,5,47,2025-01-08
SKU074,3,21,2025-01-02
SKU037,8,83,2025-03-19
SKU005,6,27,2025-03-31
SKU053,5,95,2025-01-25
SKU064,5,45,2025-02-01
SKU098,4,27,2025-02-01
SKU027,3,59,2025-01-25
SKU085,5,81,2025-03-27
SKU093,6,70,2025-01-29
SKU027,5,89,2025-01-21
SKU011,3,46,2025-02-22
SKU039,6,21,2025-03-25
SKU072,9,60,2025-03-26
SKU016,5,95,2025-02-25
SKU008,6,63,2025-02-26
SKU052,2,98,2025-03-29
SKU100,5,45,2025-01-09
SKU096,5,83,2025-03-11
SKU085,2,86,2025-01-15
SKU066,4,66,2025-03-20
SKU068,5,82,2025-01-03
SKU005,2,82,2025-01-21
SKU016,5,74,2025-02-06
SKU036,7,78,2025-03-12
SKU067,3,33,2025-02-09
SKU047,10,52,2025-01-11
SKU025,1,24,2025-01-03
SKU012,5,64,2025-03-03
SKU053,4,34,2025-03-02
SKU098,6,28,2025-01-16
SKU009,6,45,2025-03-25
SKU019,3,86,2025-01-16
SKU003,6,20,2025-02-18
SKU091,5,50,2025-03-02
SKU019,3,88,2025-03-04
SKU082,4,35,2025-02-07
SKU065,6,82,2025-01-01
SKU004,5,54,2025-03-24
SKU008,5,79,2025-01-28
SKU065,11,80,2025-03-01
SKU071,4,78,2025-03-03
SKU084,9,79,2025-03-05
SKU012,4,80,2025-01-03
SKU060,6,23,2025-03-22
SKU058,0,33,2025-03-05
SKU049,7,36,2025-01-11
SKU042,4,35,2025-02-28
SKU088,6,29,2025-02-17
SKU052,2,50,2025-03-02
SKU052,5,48,2025-01-30
SKU091,10,94,2025-03-20
SKU001,4,84,2025-03-11
SKU026,4,85,2025-01-04
SKU001,7,91,2025-03-18
SKU018,4,75,2025-01-11
SKU003,3,68,2025-03-24
SKU058,7,38,2025-02-11
SKU069,1,39,2025-02-15
SKU004,4,32,2025-02-14
SKU031,7,28,2025-01-01
SKU061,7,70,2025-03-23
SKU040,3,40,2025-01-03
SKU089,6,57,2025-01-21
SKU089,2,94,2025-01-08
SKU053,5,93,2025-01-27
SKU011,4,79,2025-02-07
SKU058,3,34,2025-03-01
SKU011,4,89,2025-01-06
SKU024,5,73,2025-03-26
SKU045,7,31,2025-02-07
SKU013,3,43,2025-03-30
SKU025,2,65,2025-01-01
SKU032,5,35,2025-01-19
SKU018,7,49,2025-03-14
SKU093,4,67,2025-01-07
SKU081,4,59,2025-03-06
SKU081,5,78,2025-02-04
SKU079,5,36,2025-03-14
SKU086,11,75,2025-01-18
SKU097,7,75,2025-01-18
SKU070,10,23,2025-02-07
SKU079,3,70,2025-01-23
SKU033,3,61,2025-02-08
SKU001,6,76,2025-03-13
SKU078,6,30,2025-01-26
SKU093,5,34,2025-01-06
SKU033,5,62,2025-03-22
SKU070,5,77,2025-03-31
SKU022,9,70,2025-03-05
SKU018,10,63,2025-02-23
SKU062,8,94,2025-01-27
SKU041,4,64,2025-01-02
SKU091,4,73,2025-03-16
SKU010,3,32,2025-02-05
SKU063,3,78,2025-01-07
SKU062,4,98,2025-02-02
SKU038,2,98,2025-01-16
SKU084,4,62,2025-02-09
SKU078,7,74,2025-02-20
SKU085,4,73,2025-03-21
SKU086,3,30,2025-02-26
SKU041,6,32,2025-01-31
SKU059,2,53,2025-02-05
SKU054,5,42,2025-01-22
SKU090,5,74,2025-03-23
SKU070,5,72,2025-01-17
SKU027,6,36,2025-01-26
SKU041,5,20,2025-03-11
SKU006,9,85,2025-01-21
SKU041,5,96,2025-01-07
SKU060,6,32,2025-02-12
SKU034,9,94,2025-01-05
SKU007,7,65,2025-03-16
SKU020,5,66,2025-02-01
SKU053,3,89,2025-03-14
SKU044,7,69,2025-02-16
SKU019,5,89,2025-03-16
SKU042,4,90,2025-02-11
SKU040,6,55,2025-01-15
SKU090,4,51,2025-02-09
SKU011,6,74,2025-02-17
SKU034,6,94,2025-02-09
SKU090,7,20,2025-03-19
SKU018,4,38,2025-02-10
SKU097,2,21,2025-03-30
SKU031,7,97,2025-03-31
SKU038,3,96,2025-03-26
SKU052,3,96,2025-01-18
SKU063,6,31,2025-01-28
SKU071,1,46,2025-02-24
SKU010,6,85,2025-01-14
SKU035,10,21,2025-02-21
SKU020,4,83,2025-02-17
SKU016,7,58,2025-03-02
SKU008,5,92,2025-02-09
SKU039,2,89,2025-02-12
SKU067,7,91,2025-03-04
SKU006,4,38,2025-02-11
SKU095,3,93,2025-01-22
SKU050,3,33,2025-01-04
SKU028,9,22,2025-01-13
SKU014,7,60,2025-01-31
SKU097,5,83,2025-03-31
SKU097,3,94,2025-03-08
SKU053,6,98,2025-03-18
SKU009,10,94,2025-03-01
SKU095,7,74,2025-03-28
SKU082,6,38,2025-03-23
SKU073,5,95,2025-01-20
SKU052,2,68,2025-01-14
SKU095,4,77,2025-03-11
SKU050,8,25,2025-02-23
SKU011,8,81,2025-01-09
SKU001,4,53,2025-03-26
SKU065,4,52,2025-01-25
SKU018,4,51,2025-01-31
SKU023,5,93,2025-02-14
SKU083,1,52,2025-01-18
SKU042,7,25,2025-01-09
SKU032,5,28,2025-02-23
SKU039,6,22,2025-03-07
SKU051,8,33,2025-01-06
SKU003,7,41,2025-01-16
SKU004,5,99,2025-03-19
SKU067,3,29,2025-01-09
SKU093,6,38,2025-01-04
SKU018,4,80,2025-02-04
SKU079,5,52,2025-02-14
SKU079,6,96,2025-02-17
SKU061,6,31,2025-01-25
SKU025,2,92,2025-01-16
SKU073,6,63,2025-01-22
SKU042,5,58,2025-01-24
SKU075,4,96,2025-01-03
SKU087,5,22,2025-01-13
SKU007,4,43,2025-02-10
SKU003,3,68,2025-03-09
SKU014,2,86,2025-01-25
SKU037,7,91,2025-02-28
SKU047,5,51,2025-03-23
SKU010,3,88,2025-01-29
SKU081,5,25,2025-02-28
SKU069,6,92,2025-03-04
SKU015,5,79,2025-02-08
SKU029,7,58,2025-03-19
SKU058,3,94,2025-03-02
SKU013,8,76,2025-01-26
SKU078,8,65,2025-02-13
SKU055,3,50,2025-01-16
SKU093,2,73,2025-03-18
SKU069,4,69,2025-03-02
SKU082,4,78,2025-01-23
SKU027,6,89,2025-01-09
SKU011,5,42,2025-02-25
SKU038,6,97,2025-03-05
SKU019,6,57,2025-02-12
SKU042,5,24,2025-03-08
SKU053,9,23,2025-03-01
SKU086,6,57,2025-01-19
SKU054,6,82,2025-03-29
SKU049,2,40,2025-02-15
SKU030,10,78,2025-01-05
SKU083,9,96,2025-01-04
SKU026,7,43,2025-03-12
SKU035,2,23,2025-03-20
SKU079,4,27,2025-02-25
SKU098,6,42,2025-02-19
SKU042,7,65,2025-03-07
SKU027,3,55,2025-01-08
SKU084,6,34,2025-02-27
SKU043,4,78,2025-02-20
SKU037,5,96,2025-03-03
SKU049,7,46,2025-03-16
SKU020,4,57,2025-01-31
SKU039,6,31,2025-01-21
SKU045,1,87,2025-01-17
SKU036,4,56,2025-01-16
SKU038,5,45,2025-01-29
SKU010,2,41,2025-02-09
SKU035,4,28,2025-01-17
SKU089,4,57,2025-02-28
SKU085,6,61,2025-01-22
SKU043,3,65,2025-01-22
SKU026,1,85,2025-02-11
SKU008,6,80,2025-03-17
SKU070,10,27,2025-02-13
SKU051,8,81,2025-01-12
SKU090,5,32,2025-03-30
SKU085,5,92,2025-03-15
SKU053,2,59,2025-01-06
SKU096,4,35,2025-03-18
SKU014,4,48,2025-01-13
SKU069,5,68,2025-02-16
SKU027,2,34,2025-01-16
SKU006,7,84,2025-02-25
SKU004,1,57,2025-01-21
SKU004,6,55,2025-02-25
SKU070,5,20,2025-01-02
SKU018,3,99,2025-01-04
SKU003,6,27,2025-02-26
SKU048,8,58,2025-02-06
SKU033,2,82,2025-02-13
SKU026,4,82,2025-01-21
SKU030,10,88,2025-02-03
SKU020,6,76,2025-03-29
SKU056,4,45,2025-02-03
SKU072,4,93,2025-02-14
SKU090,3,42,2025-01-06
SKU061,2,94,2025-03-28
SKU081,2,37,2025-01-27
SKU067,2,25,2025-03-26
SKU019,5,51,2025-03-30
SKU031,6,21,2025-02-25
SKU054,6,41,2025-03-01
SKU071,4,83,2025-01-25
SKU074,4,52,2025-01-06
SKU014,6,35,2025-02-28
SKU036,4,66,2025-02-18
SKU091,4,89,2025-03-12
SKU057,3,52,2025-03-24
SKU075,5,60,2025-01-13
SKU062,9,65,2025-03-05
SKU039,4,82,2025-01-12
SKU008,8,54,2025-01-04
SKU025,6,44,2025-02-12
SKU005,5,26,2025-03-30
SKU089,3,41,2025-03-21
SKU095,6,32,2025-01-21
SKU034,8,20,2025-02-22
SKU031,6,27,2025-01-18
SKU009,5,67,2025-01-21
SKU093,6,20,2025-02-27
SKU094,7,20,2025-03-23
SKU081,7,95,2025-03-26
SKU080,6,48,2025-02-14
SKU006,3,61,2025-03-05
SKU067,5,64,2025-02-28
SKU091,5,95,2025-03-17
SKU076,10,20,2025-01-26
SKU005,4,51,2025-02-17
SKU007,3,24,2025-02-23
SKU002,3,83,2025-01-09
SKU069,6,94,2025-03-18
SKU058,7,87,2025-02-24
SKU022,4,51,2025-02-03
SKU038,4,65,2025-03-24
SKU093,2,81,2025-01-23
SKU024,4,84,2025-01-07
SKU001,6,66,2025-03-05
SKU076,4,73,2025-03-10
SKU027,4,82,2025-02-03
SKU071,5,23,2025-03-13
SKU074,4,97,2025-03-03
SKU065,2,87,2025-03-31
SKU089,9,97,2025-02-22
SKU080,10,84,2025-01-14
SKU001,4,21,2025-01-09
SKU018,7,82,2025-03-07
SKU072,5,34,2025-02-03
SKU088,4,71,2025-01-22
SKU071,7,54,2025-03-22
SKU046,3,83,2025-03-18
SKU052,6,49,2025-03-21
SKU062,6,75,2025-02-25
SKU010,6,59,2025-02-21
SKU051,11,82,2025-02-05
SKU061,4,77,2025-02-25
SKU014,6,49,2025-02-11
SKU029,3,86,2025-02-23
SKU062,6,41,2025-03-30
SKU077,5,89,2025-01-13
SKU063,2,44,2025-02-21
SKU094,6,59,2025-02-23
SKU040,3,58,2025-01-04
SKU084,5,28,2025-03-21
SKU078,5,54,2025-01-15
SKU032,2,60,2025-01-10
SKU081,5,75,2025-02-09
SKU018,4,72,2025-01-23
SKU075,4,26,2025-03-15
SKU055,3,92,2025-03-14
SKU026,2,96,2025-02-21
SKU037,2,32,2025-02-19
SKU074,14,86,2025-03-10
SKU014,13,57,2025-03-13
SKU024,6,80,2025-01-02
SKU029,11,97,2025-01-01
SKU045,2,44,2025-01-02
SKU069,3,31,2025-02-17
SKU006,6,63,2025-01-07
SKU049,4,83,2025-03-18
SKU086,5,56,2025-02-08
SKU064,3,91,2025-03-04
SKU089,7,85,2025-01-12
SKU097,3,88,2025-01-13
SKU079,7,50,2025-03-18
SKU048,5,99,2025-02-16
SKU006,4,51,2025-03-02
SKU072,8,57,2025-01-23
SKU065,4,38,2025-03-27
SKU080,3,40,2025-03-18
SKU038,7,90,2025-02-18
SKU100,8,61,2025-01-08
SKU014,3,20,2025-01-20
SKU066,4,53,2025-01-25
SKU024,5,31,2025-02-09
SKU076,6,95,2025-02-07
SKU046,6,70,2025-01-08
SKU062,5,51,2025-03-14
SKU089,3,39,2025-01-29
SKU050,3,21,2025-03-12
SKU046,5,54,2025-02-22
SKU019,7,43,2025-02-20
SKU026,3,95,2025-01-24
SKU069,4,27,2025-01-09
SKU024,2,70,2025-03-22
SKU009,4,64,2025-01-07
SKU100,5,47,2025-03-06
SKU071,8,94,2025-02-23
SKU027,2,43,2025-03-01
SKU032,3,20,2025-02-27
SKU025,7,78,2025-01-10
SKU029,3,55,2025-02-22
SKU089,4,39,2025-02-03
SKU057,9,48,2025-01-15
SKU023,3,51,2025-01-07
SKU017,4,90,2025-02-16
SKU094,8,95,2025-03-18
SKU021,3,94,2025-01-20
SKU048,5,38,2025-02-21
SKU052,5,71,2025-01-13
SKU016,1,84,2025-01-17
SKU014,4,22,2025-02-13
SKU043,4,74,2025-01-09
SKU088,2,72,2025-02-21
SKU027,5,36,2025-01-29
SKU022,10,92,2025-02-09
SKU043,4,67,2025-03-11
SKU046,5,35,2025-01-12
SKU029,2,99,2025-01-12
SKU049,7,73,2025-01-03
SKU039,3,97,2025-01-06
SKU056,4,61,2025-02-02
SKU087,6,66,2025-02-03
SKU095,6,22,2025-02-12
SKU039,6,60,2025-03-19
SKU070,4,55,2025-03-24
SKU029,10,94,2025-02-25
SKU069,3,43,2025-02-28
SKU039,6,85,2025-03-16
SKU009,8,55,2025-03-14
SKU089,5,75,2025-03-04
SKU022,4,57,2025-02-01
SKU003,7,37,2025-02-05
SKU026,8,70,2025-01-27
SKU087,7,29,2025-01-22
SKU052,8,97,2025-01-24
SKU004,8,31,2025-03-20
SKU010,7,35,2025-03-31
SKU047,5,78,2025-03-24
SKU023,5,48,2025-01-30
SKU006,6,98,2025-03-19
SKU037,4,56,2025-01-27
SKU036,2,63,2025-01-27
SKU089,9,45,2025-01-03
SKU039,4,23,2025-01-03
SKU076,2,40,2025-02-15
SKU043,4,58,2025-02-14
SKU090,8,77,2025-01-19
SKU011,6,59,2025-03-26
SKU011,8,27,2025-01-11
SKU030,8,94,2025-02-22
SKU002,7,49,2025-01-02
SKU032,6,39,2025-02-02
SKU037,4,47,2025-01-11
SKU076,5,68,2025-03-23
SKU076,3,83,2025-02-08
SKU029,5,53,2025-01-15
SKU087,5,20,2025-03-17
SKU096,10,80,2025-03-14
SKU045,3,69,2025-03-05
SKU021,4,89,2025-02-03
SKU098,3,67,2025-01-04
SKU032,8,94,2025-01-31
SKU040,3,37,2025-03-05
SKU050,4,98,2025-02-13
SKU059,4,69,2025-02-16
SKU063,7,78,2025-02-28
SKU070,10,59,2025-01-31
SKU026,4,67,2025-01-29
SKU019,2,94,2025-02-17
SKU009,4,41,2025-02-12
SKU052,6,48,2025-03-01
SKU017,9,25,2025-03-21
SKU001,3,99,2025-02-27
SKU008,7,32,2025-03-05
SKU080,2,33,2025-03-27
SKU089,2,65,2025-02-09
SKU077,4,64,2025-01-20
SKU038,3,26,2025-02-13
SKU007,9,28,2025-01-21
SKU088,8,30,2025-03-27
SKU077,5,27,2025-03-29
SKU027,3,34,2025-03-14
SKU055,9,91,2025-02-14
SKU064,6,64,2025-02-02
SKU051,2,67,2025-02-02
SKU045,7,60,2025-01-16
SKU023,0,36,2025-01-09
SKU036,5,22,2025-02-21
SKU018,4,24,2025-03-12
SKU032,2,52,2025-01-05
SKU096,4,46,2025-01-19
SKU069,3,22,2025-03-21
SKU051,9,87,2025-03-05
SKU079,6,41,2025-03-07
SKU063,3,65,2025-02-01
SKU065,7,40,2025-01-13
SKU046,4,55,2025-02-12
SKU090,8,97,2025-01-12
SKU068,4,74,2025-02-23
SKU015,5,88,2025-02-05
SKU086,6,32,2025-03-13
SKU065,6,40,2025-02-15
SKU089,5,95,2025-02-16
SKU069,4,79,2025-01-02
SKU096,3,31,2025-03-24
SKU037,5,38,2025-01-01
SKU008,4,59,2025-01-08
SKU083,5,96,2025-02-01
SKU061,8,91,2025-01-02
SKU043,3,89,2025-02-18
SKU016,6,91,2025-02-20
SKU060,4,54,2025-01-20
SKU027,5,66,2025-03-10
SKU096,3,54,2025-03-20
SKU056,6,35,2025-02-04
SKU076,6,64,2025-03-14
SKU065,7,66,2025-01-30
SKU054,4,83,2025-01-16
SKU072,4,89,2025-01-07
SKU071,4,20,2025-02-07
SKU067,4,94,2025-01-31
SKU053,10,94,2025-02-09
SKU046,4,22,2025-01-17
SKU080,5,48,2025-01-19
SKU070,3,37,2025-02-28
SKU025,7,38,2025-03-17
SKU035,1,63,2025-02-24
SKU085,2,98,2025-02-05
SKU084,5,36,2025-02-16
SKU066,6,96,2025-01-15
SKU015,7,77,2025-01-30
SKU051,8,90,2025-01-31
SKU067,3,24,2025-02-06
SKU095,6,73,2025-01-13
SKU070,4,54,2025-03-04
SKU067,3,90,2025-02-07
SKU008,4,42,2025-01-29
SKU076,4,96,2025-02-04
SKU028,2,34,2025-03-26
SKU001,8,94,2025-03-29
SKU074,4,83,2025-02-27
SKU077,5,31,2025-02-25
SKU061,5,79,2025-01-29
SKU068,5,25,2025-02-08
SKU078,4,57,2025-03-01
SKU045,3,93,2025-03-24
SKU049,9,39,2025-01-23
SKU024,2,49,2025-03-16
SKU077,7,69,2025-03-03
SKU097,6,43,2025-03-21
SKU059,4,72,2025-03-17
SKU072,8,93,2025-01-09
SKU066,6,76,2025-03-10
SKU021,4,91,2025-02-17
SKU028,4,85,2025-02-20
SKU057,3,79,2025-01-25
SKU041,6,52,2025-01-28
SKU063,0,39,2025-02-15
SKU063,9,28,2025-01-06
SKU010,6,76,2025-02-19
SKU094,4,40,2025-02-03
SKU066,3,85,2025-01-30
SKU090,7,42,2025-01-01
SKU037,6,47,2025-03-26
SKU014,3,75,2025-02-09
SKU067,4,46,2025-02-04
SKU037,3,62,2025-02-24
SKU061,5,43,2025-02-16
SKU031,5,94,2025-03-16
SKU055,9,37,2025-01-08
SKU088,7,92,2025-03-05
SKU047,1,66,2025-02-23
SKU012,2,76,2025-01-17
SKU035,1,45,2025-01-31
SKU082,5,25,2025-03-29
SKU098,8,49,2025-02-25
SKU080,2,84,2025-03-30
SKU051,6,27,2025-03-22
SKU024,6,37,2025-03-23
SKU065,2,55,2025-01-06
SKU023,2,52,2025-02-04
SKU094,2,66,2025-01-04
SKU045,7,48,2025-01-13
SKU088,5,72,2025-03-02
SKU058,7,47,2025-03-12
SKU069,9,45,2025-03-12
SKU090,2,85,2025-03-02
SKU039,4,97,2025-03-05
SKU012,4,42,2025-02-04
SKU077,6,90,2025-03-23
SKU083,2,45,2025-03-09
SKU060,9,55,2025-03-18
SKU034,8,78,2025-03-30
SKU027,3,46,2025-01-24
SKU044,4,96,2025-01-21
SKU012,7,38,2025-01-15
SKU028,2,71,2025-03-06
SKU098,6,36,2025-03-06
SKU083,2,56,2025-03-01
SKU079,5,80,2025-02-27
SKU089,4,39,2025-01-04
SKU058,9,95,2025-02-21
SKU052,3,22,2025-01-15
SKU094,4,27,2025-03-05
SKU027,4,40,2025-02-08
SKU048,6,29,2025-01-30
SKU016,5,90,2025-03-11
SKU024,5,39,2025-03-27
SKU066,5,45,2025-01-11
SKU015,9,65,2025-01-02
SKU056,4,88,2025-02-14
SKU074,5,24,2025-03-25
SKU095,2,24,2025-02-27
SKU008,8,20,2025-01-01
SKU006,6,63,2025-02-01
SKU097,5,36,2025-01-08
SKU048,4,89,2025-03-14
SKU031,5,61,2025-03-20
SKU064,7,73,2025-02-06
SKU077,6,46,2025-01-25
SKU085,4,75,2025-03-07
SKU062,7,61,2025-01-20
SKU006,6,77,2025-02-02
SKU008,3,70,2025-01-22
SKU037,2,67,2025-03-17
SKU071,10,54,2025-02-16
SKU046,3,50,2025-02-21
SKU017,2,27,2025-02-22
SKU038,5,67,2025-01-24
SKU012,3,77,2025-03-26
SKU069,3,51,2025-01-17
SKU045,8,23,2025-02-04
SKU043,7,84,2025-03-25
SKU027,5,71,2025-02-27
SKU087,6,23,2025-02-15
SKU081,11,62,2025-02-06
SKU054,2,99,2025-03-07
SKU002,10,70,2025-01-20
SKU011,4,40,2025-02-28
SKU078,4,57,2025-03-23
SKU005,6,46,2025-03-26
SKU024,0,57,2025-02-11
SKU029,3,27,2025-01-13
SKU003,3,86,2025-01-31
SKU041,0,76,2025-02-10
SKU001,6,51,2025-01-27
SKU024,5,43,2025-02-21
SKU010,7,83,2025-02-08
SKU039,4,46,2025-03-09
SKU033,5,22,2025-03-04
SKU036,2,77,2025-01-23
SKU089,4,42,2025-01-10
SKU067,3,44,2025-03-08
SKU085,9,76,2025-02-01
SKU077,5,40,2025-01-18
SKU098,8,81,2025-03-25
SKU054,5,50,2025-03-13
SKU072,3,59,2025-03-15
SKU031,2,63,2025-01-09
SKU062,9,35,2025-01-28
SKU039,3,45,2025-03-17
SKU030,5,44,2025-01-26
SKU041,3,24,2025-03-22
SKU002,6,42,2025-02-11
SKU092,3,80,2025-01-27
SKU048,3,58,2025-01-29
SKU044,4,25,2025-02-07
SKU028,5,37,2025-01-06
SKU100,5,73,2025-02-27
SKU015,5,69,2025-01-18
SKU062,4,26,2025-01-09
SKU040,4,69,2025-02-12
SKU080,6,65,2025-03-16
SKU018,4,24,2025-02-05
SKU060,8,73,2025-03-30
SKU036,7,76,2025-01-26
SKU074,3,31,2025-03-02
SKU079,3,51,2025-03-28
SKU046,7,58,2025-01-19
SKU036,3,42,2025-01-20
SKU012,5,57,2025-02-01
SKU051,4,49,2025-03-29
SKU063,7,72,2025-01-13
SKU008,4,93,2025-01-07
SKU023,1,71,2025-01-24
SKU068,4,71,2025-02-25
SKU095,6,81,2025-03-22
SKU022,4,73,2025-01-24
SKU012,5,58,2025-03-24
SKU075,5,73,2025-03-12
SKU016,5,25,2025-03-08
SKU067,9,94,2025-03-23
SKU011,9,56,2025-03-30
SKU092,4,82,2025-02-25
SKU042,4,90,2025-01-14
SKU046,8,54,2025-01-26
SKU009,1,69,2025-01-13
SKU085,2,80,2025-03-17
SKU098,2,71,2025-02-07
SKU018,5,75,2025-01-19
SKU053,9,95,2025-03-04
SKU061,2,35,2025-02-07
SKU092,5,69,2025-02-06
SKU072,1,91,2025-03-05
SKU082,5,94,2025-01-21
SKU100,1,74,2025-03-30
SKU002,7,30,2025-03-05
SKU017,6,20,2025-03-06
SKU057,3,79,2025-02-26
SKU048,3,56,2025-01-17
SKU088,3,30,2025-03-24
SKU034,3,84,2025-01-21
SKU001,7,35,2025-02-13
SKU097,3,45,2025-02-19
SKU053,6,64,2025-02-28
SKU076,8,59,2025-03-24
SKU070,3,41,2025-03-15
SKU034,4,93,2025-01-24
SKU083,4,67,2025-03-20
SKU077,5,25,2025-01-22
SKU049,1,79,2025-03-10
SKU026,5,21,2025-02-08
SKU100,5,67,2025-02-05
SKU017,3,88,2025-02-13
SKU010,5,36,2025-02-13
SKU049,5,86,2025-01-10
SKU024,6,87,2025-01-31
SKU009,4,28,2025-03-03
SKU009,4,69,2025-01-05
SKU054,4,93,2025-01-24
SKU043,5,62,2025-01-07
SKU052,11,43,2025-03-15
SKU068,1,63,2025-02-18
SKU088,5,50,2025-02-01
SKU025,7,24,2025-03-21
SKU015,5,47,2025-02-27
SKU046,6,53,2025-03-05
SKU017,5,78,2025-01-04
SKU091,8,68,2025-01-25
SKU064,8,40,2025-02-10
SKU074,2,29,2025-02-15
SKU084,2,73,2025-03-10
SKU077,4,75,2025-03-15
SKU079,6,37,2025-03-23
SKU027,5,26,2025-01-31
SKU036,2,87,2025-03-31
SKU034,2,84,2025-02-23
SKU021,4,41,2025-01-25
SKU032,7,64,2025-02-10
SKU078,7,49,2025-03-06
SKU091,8,63,2025-01-08
SKU031,6,88,2025-02-22
SKU044,5,90,2025-03-15
SKU004,9,69,2025-02-17
SKU022,3,25,2025-01-05
SKU011,7,61,2025-02-02
SKU013,6,35,2025-01-13
SKU022,3,78,2025-02-24
SKU021,2,86,2025-02-11
SKU058,2,22,2025-01-10
SKU056,10,68,2025-03-17
SKU022,5,89,2025-03-04
SKU016,8,33,2025-03-12
SKU019,1,73,2025-02-13
SKU051,6,59,2025-02-22
SKU003,3,86,2025-03-03
SKU049,3,65,2025-01-31
SKU062,3,25,2025-01-24
SKU073,5,23,2025-01-01
SKU100,9,86,2025-03-19
SKU073,5,26,2025-03-08
SKU042,5,35,2025-02-17
SKU017,6,26,2025-03-16
SKU060,6,93,2025-01-25
SKU092,7,87,2025-02-01
SKU006,4,89,2025-03-25
SKU038,3,98,2025-03-06
SKU006,10,61,2025-03-30
SKU051,2,89,2025-01-13
SKU046,10,36,2025-02-26
SKU068,10,57,2025-01-30
SKU015,8,51,2025-03-23
SKU048,6,58,2025-01-19
SKU025,7,94,2025-02-03
SKU027,5,81,2025-03-27
SKU014,4,47,2025-02-04
SKU048,5,95,2025-03-17
SKU041,4,51,2025-03-06
SKU074,7,99,2025-02-14
SKU032,2,76,2025-03-21
SKU001,4,46,2025-01-20
SKU082,5,81,2025-01-30
SKU044,6,69,2025-03-27
SKU013,4,31,2025-01-21
SKU010,1,71,2025-02-07
SKU092,2,66,2025-01-19
SKU007,6,69,2025-01-03
SKU100,8,36,2025-02-04
SKU071,3,82,2025-03-20
SKU084,4,70,2025-02-06
SKU058,7,41,2025-02-10
SKU046,4,62,2025-03-28
SKU047,2,22,2025-02-27
SKU052,1,54,2025-03-11
SKU096,6,79,2025-03-30
SKU097,3,98,2025-02-16
SKU025,3,26,2025-03-20
SKU089,6,67,2025-01-15
SKU034,5,57,2025-03-20
SKU047,5,39,2025-02-28
SKU082,5,55,2025-02-11
SKU060,7,88,2025-02-13
SKU016,4,58,2025-01-19
SKU076,2,52,2025-01-29
SKU086,6,90,2025-01-05
SKU073,11,38,2025-01-30
SKU004,4,25,2025-01-30
SKU022,2,76,2025-03-10
SKU002,2,80,2025-03-26
SKU045,3,71,2025-01-05
SKU007,7,95,2025-01-06
SKU029,3,91,2025-01-23
SKU029,3,92,2025-03-20
SKU052,7,94,2025-02-14
SKU076,5,29,2025-01-16
SKU083,3,79,2025-03-04
SKU008,4,98,2025-01-03
SKU091,4,57,2025-01-29
SKU062,8,62,2025-02-20
SKU007,10,42,2025-02-22
SKU062,4,69,2025-02-18
SKU093,7,30,2025-02-19
SKU060,7,57,2025-02-27
SKU077,2,98,2025-01-14
SKU009,6,69,2025-03-16
SKU092,6,29,2025-03-07
SKU095,4,24,2025-02-05
SKU011,10,72,2025-01-30
SKU052,7,88,2025-02-26
SKU068,3,21,2025-02-10
SKU080,4,84,2025-01-20
SKU075,3,41,2025-02-16
SKU036,3,61,2025-02-10
SKU077,4,24,2025-01-08
SKU025,3,86,2025-01-18
SKU029,5,40,2025-02-04
SKU047,7,92,2025-02-19
SKU030,8,71,2025-03-01
SKU069,6,88,2025-01-20
SKU084,10,24,2025-01-22
SKU042,4,40,2025-02-20
SKU044,6,58,2025-02-11
SKU092,6,64,2025-01-14
SKU080,3,82,2025-03-03
SKU018,8,62,2025-02-25
SKU048,7,24,2025-01-04
SKU029,6,62,2025-01-06
SKU094,9,86,2025-03-07
SKU072,5,24,2025-02-19
SKU020,10,90,2025-01-29
SKU022,5,88,2025-01-13
SKU013,6,43,2025-01-10
SKU016,8,42,2025-01-25
SKU088,6,76,2025-01-07
SKU097,4,26,2025-03-28
SKU015,8,46,2025-02-26
SKU073,7,69,2025-02-11
SKU017,6,28,2025-02-02
SKU059,3,51,2025-01-18
SKU014,3,96,2025-03-05
SKU096,13,24,2025-01-16
SKU077,6,35,2025-02-26
SKU065,6,44,2025-02-03
SKU029,6,46,2025-03-10
SKU075,4,77,2025-01-23
SKU030,1,64,2025-01-22
SKU016,5,71,2025-02-28
SKU086,5,21,2025-02-02
SKU048,4,80,2025-01-06
SKU035,7,47,2025-02-05
SKU035,10,71,2025-02-23
SKU083,6,67,2025-03-30
SKU091,2,60,2025-03-25
